source_name,rss_url,domain,category,tier,tier_label,authority,reachability,already_in_docuaction,reason
GA - Rome News-Tribune,https://www.northwestgeorgianews.com/romenews/search/?f=rss,northwestgeorgianews.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
GA - Brunswick News,https://thebrunswicknews.com/search/?f=rss&t=article&l=50,thebrunswicknews.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
GA - Atlanta Business Chronicle,https://www.bizjournals.com/atlanta/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
HI - Honolulu Star-Advertiser,https://www.staradvertiser.com/feed/,staradvertiser.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
HI - Hawaii Tribune-Herald,https://www.hawaiitribune-herald.com/feed/,hawaiitribune-herald.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
HI - West Hawaii Today,https://www.westhawaiitoday.com/feed/,westhawaiitoday.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
HI - Garden Island (Kauai),https://www.thegardenisland.com/feed/,thegardenisland.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
HI - Civil Beat,https://www.civilbeat.org/feed/,civilbeat.org,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
ID - Idaho Press-Tribune,https://www.idahopress.com/search/?f=rss&t=article&l=50,idahopress.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
ID - Post Register,https://www.postregister.com/search/?f=rss&t=article&l=50,postregister.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
ID - Lewiston Tribune,https://lmtribune.com/search/?f=rss&t=article&l=50,lmtribune.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
ID - Moscow-Pullman Daily News,https://dnews.com/search/?f=rss&t=article&l=50,dnews.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
ID - Twin Falls Times-News,https://magicvalley.com/search/?f=rss&t=article&l=50,magicvalley.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
IL - Chicago Tribune,https://www.chicagotribune.com/arcio/rss/,chicagotribune.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
IL - Champaign News-Gazette,https://www.news-gazette.com/search/?f=rss&t=article&l=50,news-gazette.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
IL - Quad-City Times,https://qctimes.com/search/?f=rss&t=article&l=50,qctimes.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
IL - Bloomington Pantagraph,https://pantagraph.com/search/?f=rss&t=article&l=50,pantagraph.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
IL - Decatur Herald & Review,https://herald-review.com/search/?f=rss&t=article&l=50,herald-review.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
IL - Chicago Reporter,https://www.chicagoreporter.com/feed/,chicagoreporter.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
IN - Fort Wayne Journal Gazette,https://www.journalgazette.net/search/?f=rss&t=article&l=50,journalgazette.net,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
IN - Fort Wayne News-Sentinel,https://www.news-sentinel.com/search/?f=rss&t=article&l=50,news-sentinel.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
IN - South Bend Tribune,https://www.southbendtribune.com/search/?f=rss&t=article&l=50,southbendtribune.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
IN - Columbus Republic,https://www.therepublic.com/search/?f=rss&t=article&l=50,therepublic.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
IN - Indianapolis Business Jrnl,https://www.bizjournals.com/indianapolis/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
IA - Sioux City Journal,https://siouxcityjournal.com/search/?f=rss&t=article&l=50,siouxcityjournal.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
IA - Waterloo Cedar Falls Courier,https://wcfcourier.com/search/?f=rss&t=article&l=50,wcfcourier.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
KS - Salina Journal,https://www.salina.com/search/?f=rss&t=article&l=50,salina.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
KS - Lawrence Journal-World,https://www2.ljworld.com/rss/,www2.ljworld.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
KS - Manhattan Mercury,https://www.themercury.com/search/?f=rss&t=article&l=50,themercury.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
KS - Hays Daily News,https://www.hdnews.net/search/?f=rss&t=article&l=50,hdnews.net,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
KY - Bowling Green Daily News,https://www.bgdailynews.com/search/?f=rss&t=article&l=50,bgdailynews.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
KY - Owensboro Messenger-Inquirer,https://www.messenger-inquirer.com/search/?f=rss&t=article&l=50,messenger-inquirer.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
KY - Frankfort State Journal,https://www.state-journal.com/search/?f=rss&t=article&l=50,state-journal.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
LA - Times-Picayune New Orleans,https://www.nola.com/search/?f=rss&t=article&l=50,nola.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
LA - Baton Rouge Advocate,https://www.theadvocate.com/baton_rouge/rss,theadvocate.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
LA - Lake Charles American Press,https://www.americanpress.com/search/?f=rss&t=article&l=50,americanpress.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
LA - Houma Courier,https://www.houmatoday.com/search/?f=rss&t=article&l=50,houmatoday.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
LA - New Orleans Business Jrnl,https://www.bizjournals.com/neworleans/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
ME - Portland Press Herald,https://www.pressherald.com/feed/,pressherald.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
ME - Bangor Daily News,https://bangordailynews.com/feed/,bangordailynews.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
ME - Kennebec Journal,https://www.centralmaine.com/feed/,centralmaine.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
ME - Lewiston Sun Journal,https://www.sunjournal.com/feed/,sunjournal.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MD - Capital Gazette Annapolis,https://www.capitalgazette.com/arcio/rss/,capitalgazette.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MD - Frederick News-Post,https://www.fredericknewspost.com/search/?f=rss&t=article&l=50,fredericknewspost.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MD - Hagerstown Herald-Mail,https://www.heraldmailmedia.com/search/?f=rss&t=article&l=50,heraldmailmedia.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MD - Baltimore Business Journal,https://www.bizjournals.com/baltimore/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MD - Maryland Reporter,https://marylandreporter.com/feed/,marylandreporter.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MA - Springfield Republican,https://www.masslive.com/rss/,masslive.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MA - Lowell Sun,https://www.lowellsun.com/feed/,lowellsun.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MA - New Bedford Standard-Times,https://www.southcoasttoday.com/search/?f=rss&t=article&l=50,southcoasttoday.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MA - Gloucester Daily Times,https://www.gloucestertimes.com/feed/,gloucestertimes.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MA - Boston Business Journal,https://www.bizjournals.com/boston/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MA - CommonWealth Magazine,https://commonwealthbeacon.org/feed/,commonwealthbeacon.org,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MI - Bridge Michigan,https://bridgemi.com/feed/,bridgemi.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MN - Rochester Post-Bulletin,https://www.postbulletin.com/search/?f=rss&t=article&l=50,postbulletin.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MN - Mankato Free Press,https://www.mankatofreepress.com/search/?f=rss&t=article&l=50,mankatofreepress.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MN - Brainerd Dispatch,https://www.brainerddispatch.com/search/?f=rss&t=article&l=50,brainerddispatch.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MN - Minneapolis Business Journal,https://www.bizjournals.com/twincities/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MN - MinnPost,https://www.minnpost.com/feed/,minnpost.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MS - Commercial Dispatch Columbus,https://www.cdispatch.com/search/?f=rss&t=article&l=50,cdispatch.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MS - Vicksburg Post,https://www.vicksburgpost.com/search/?f=rss&t=article&l=50,vicksburgpost.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MS - Mississippi Today,https://mississippitoday.org/feed/,mississippitoday.org,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MO - St. Louis Post-Dispatch,https://www.stltoday.com/search/?f=rss&t=article&l=50,stltoday.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MO - Columbia Missourian,https://www.columbiamissourian.com/search/?f=rss&t=article&l=50,columbiamissourian.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MO - Kansas City Business Journal,https://www.bizjournals.com/kansascity/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MO - St. Louis Business Journal,https://www.bizjournals.com/stlouis/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MT - Billings Gazette,https://billingsgazette.com/search/?f=rss&t=article&l=50,billingsgazette.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MT - Helena Independent Record,https://helenair.com/search/?f=rss&t=article&l=50,helenair.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MT - Bozeman Daily Chronicle,https://www.bozemandailychronicle.com/search/?f=rss&t=article&l=50,bozemandailychronicle.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
MT - Flathead Beacon,https://flatheadbeacon.com/feed/,flatheadbeacon.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
MT - Montana Free Press,https://montanafreepress.org/feed/,montanafreepress.org,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
NE - Omaha World-Herald,https://omaha.com/search/?f=rss&t=article&l=50,omaha.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NE - Lincoln Journal Star,https://journalstar.com/search/?f=rss&t=article&l=50,journalstar.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
NE - Fremont Tribune,https://www.fremonttribune.com/search/?f=rss&t=article&l=50,fremonttribune.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NE - Kearney Hub,https://www.kearneyhub.com/search/?f=rss&t=article&l=50,kearneyhub.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NE - Grand Island Independent,https://www.theindependent.com/search/?f=rss&t=article&l=50,theindependent.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NE - Scottsbluff Star-Herald,https://www.starherald.com/search/?f=rss&t=article&l=50,starherald.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NE - Norfolk Daily News,https://www.norfolkdailynews.com/search/?f=rss&t=article&l=50,norfolkdailynews.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NV - Las Vegas Review-Journal,https://www.reviewjournal.com/feed/,reviewjournal.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
NV - Nevada Independent,https://thenevadaindependent.com/feed/,thenevadaindependent.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
NV - Las Vegas Business Press,https://www.bizjournals.com/lasvegas/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NH - Union Leader Manchester,https://www.unionleader.com/search/?f=rss&t=article&l=50,unionleader.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NH - Concord Monitor,https://www.concordmonitor.com/feed/,concordmonitor.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
NH - Keene Sentinel,https://www.sentinelsource.com/search/?f=rss&t=article&l=50,sentinelsource.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NH - Laconia Daily Sun,https://laconiadailysun.com/feed/,laconiadailysun.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NJ - New Jersey Business Jrnl,https://www.bizjournals.com/newjersey/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NJ - NJ Spotlight News,https://www.njspotlightnews.org/feed/,njspotlightnews.org,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
NM - Santa Fe New Mexican,https://www.santafenewmexican.com/search/?f=rss&t=article&l=50,santafenewmexican.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NM - Roswell Daily Record,https://www.rdrnews.com/search/?f=rss&t=article&l=50,rdrnews.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NM - New Mexico Political Report,https://nmpoliticalreport.com/feed/,nmpoliticalreport.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
NY - NY Daily News,https://www.nydailynews.com/arcio/rss/,nydailynews.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NY - Buffalo News,https://buffalonews.com/search/?f=rss&t=article&l=50,buffalonews.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NY - Albany Times-Union,https://www.timesunion.com/search/?f=rss&t=article&l=50,timesunion.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
NY - Utica Observer-Dispatch,https://www.uticaod.com/search/?f=rss&t=article&l=50,uticaod.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NY - New York Business Journal,https://www.bizjournals.com/newyork/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NY - Gothamist,https://gothamist.com/feed,gothamist.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
NY - The City NYC,https://www.thecity.nyc/feed/,thecity.nyc,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
NY - Observer NY,https://observer.com/feed/,observer.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
NC - Greensboro News & Record,https://greensboro.com/search/?f=rss&t=article&l=50,greensboro.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NC - Statesville Record Landmark,https://www.statesville.com/search/?f=rss&t=article&l=50,statesville.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NC - Charlotte Business Journal,https://www.bizjournals.com/charlotte/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
NC - NC Policy Watch,https://ncpolicywatch.com/feed/,ncpolicywatch.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
NC - Carolina Public Press,https://carolinapublicpress.org/feed/,carolinapublicpress.org,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
ND - Bismarck Tribune,https://bismarcktribune.com/search/?f=rss&t=article&l=50,bismarcktribune.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
ND - Fargo Forum,https://www.inforum.com/search/?f=rss&t=article&l=50,inforum.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
ND - Grand Forks Herald,https://www.grandforksherald.com/search/?f=rss&t=article&l=50,grandforksherald.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
ND - Dickinson Press,https://www.thedickinsonpress.com/search/?f=rss&t=article&l=50,thedickinsonpress.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
OH - Columbus Dispatch,https://www.dispatch.com/search/?f=rss&t=article&l=50,dispatch.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
OH - Toledo Blade,https://www.toledoblade.com/search/?f=rss&t=article&l=50,toledoblade.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
OH - Youngstown Vindicator,https://www.vindy.com/rss/news/,vindy.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
OH - Columbus Business First,https://www.bizjournals.com/columbus/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
OH - Cincinnati Business Courier,https://www.bizjournals.com/cincinnati/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
OH - Ohio Capital Journal,https://ohiocapitaljournal.com/feed/,ohiocapitaljournal.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
OK - Tulsa World,https://tulsaworld.com/search/?f=rss&t=article&l=50,tulsaworld.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
OK - Lawton Constitution,https://www.swoknews.com/search/?f=rss&t=article&l=50,swoknews.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
OK - Oklahoma Watch,https://oklahomawatch.org/feed/,oklahomawatch.org,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
OR - Eugene Register-Guard,https://www.registerguard.com/search/?f=rss&t=article&l=50,registerguard.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
OR - Corvallis Gazette-Times,https://www.gazettetimes.com/search/?f=rss&t=article&l=50,gazettetimes.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
OR - Albany Democrat-Herald,https://democratherald.com/search/?f=rss&t=article&l=50,democratherald.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
OR - Portland Business Journal,https://www.bizjournals.com/portland/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
PA - Pittsburgh Tribune-Review,https://triblive.com/feed/,triblive.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
PA - Allentown Morning Call,https://www.mcall.com/arcio/rss/,mcall.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
PA - Reading Eagle,https://www.readingeagle.com/search/?f=rss&t=article&l=50,readingeagle.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
PA - Lancaster Intelligencer Jrnl,https://lancasteronline.com/search/?f=rss&t=article&l=50,lancasteronline.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
PA - Scranton Times-Tribune,https://www.thetimes-tribune.com/search/?f=rss&t=article&l=50,thetimes-tribune.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
PA - Erie Times-News,https://www.goerie.com/search/?f=rss&t=article&l=50,goerie.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
PA - Philadelphia Business Jrnl,https://www.bizjournals.com/philadelphia/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
PA - Pennsylvania Capital-Star,https://www.penncapital-star.com/feed/,penncapital-star.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
RI - Woonsocket Call,https://www.woonsocketcall.com/search/?f=rss&t=article&l=50,woonsocketcall.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
RI - Newport Daily News,https://www.newportri.com/search/?f=rss&t=article&l=50,newportri.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
RI - Rhode Island Current,https://rhodeislandcurrent.com/feed/,rhodeislandcurrent.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
SC - Post and Courier Charleston,https://www.postandcourier.com/feed/,postandcourier.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
SC - Spartanburg Herald-Journal,https://www.goupstate.com/search/?f=rss&t=article&l=50,goupstate.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
SD - Rapid City Journal,https://rapidcityjournal.com/search/?f=rss&t=article&l=50,rapidcityjournal.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
SD - Aberdeen American News,https://www.aberdeennews.com/search/?f=rss&t=article&l=50,aberdeennews.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
SD - Watertown Public Opinion,https://www.thepublicopinion.com/search/?f=rss&t=article&l=50,thepublicopinion.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
SD - South Dakota Searchlight,https://southdakotasearchlight.com/feed/,southdakotasearchlight.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
TN - Chattanooga Times Free Press,https://www.timesfreepress.com/search/?f=rss&t=article&l=50,timesfreepress.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
TN - Johnson City Press,https://www.johnsoncitypress.com/search/?f=rss&t=article&l=50,johnsoncitypress.com,Regional,6,Tier 6 Regional Newspapers,50,active,False,regional/unknown tier — manual review; authority below medium
TN - Nashville Business Journal,https://www.bizjournals.com/nashville/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,blocked,False,regional/unknown tier — manual review; feed blocks bots (verify active); authority below medium
