name,url,status,classification
TV - WTMJ Milwaukee,https://www.tmj4.com/rss,404,dead
VA - Richmond Times-Dispatch,https://richmond.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
Radio - KQED San Francisco,https://www.kqed.org/news/feed,404,dead
Radio - WBEZ Chicago,https://www.wbez.org/feed/news,404,dead
TV - WSB Atlanta,https://www.wsbtv.com/rss,404,dead
VA - Winchester Star,https://www.winchesterstar.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
TV - WFTS Tampa,https://www.abcactionnews.com/rss,404,dead
Radio - WWNO New Orleans,https://www.wwno.org/rss,404,dead
WA - Yakima Herald-Republic,https://www.yakimaherald.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
TV - WPXI Pittsburgh,https://www.wpxi.com/rss,404,dead
WA - Olympian,https://www.theolympian.com/news/local/rss,ReadTimeout,dead
VA - Washington Post (VA),https://feeds.washingtonpost.com/rss/local/virginia,ReadTimeout,dead
WA - Tri-City Herald,https://www.tri-cityherald.com/news/local/rss,ReadTimeout,dead
WA - Tacoma News Tribune,https://www.thenewstribune.com/news/local/rss,ReadTimeout,dead
Radio - KPCC Los Angeles,https://www.kpcc.org/rss/news/latest,404,dead
Radio - WESA Pittsburgh,https://www.wesa.fm/feed,404,dead
WA - Crosscut,https://crosscut.com/feed,ConnectTimeout,dead
TV - KPHO Phoenix,https://www.azfamily.com/rss,404,dead
DC - Politico,https://www.politico.com/rss/politicopicks.xml,ConnectTimeout,dead
SC - State Columbia,https://www.thestate.com/news/local/rss,ReadTimeout,dead
Radio - WOSU Columbus,https://radio.wosu.org/term/news/feed,404,dead
AL - Troy Messenger,https://www.troymessenger.com/feed/,404,dead
Radio - KUER Salt Lake City,https://www.kuer.org/feed,404,dead
AL - Selma Times-Journal,https://www.selmatimesjournal.com/feed/,404,dead
Radio - KPBS San Diego,https://www.kpbs.org/rss,404,dead
Radio - KUOW Seattle,https://www.kuow.org/rss,404,dead
Radio - KJZZ Phoenix,https://kjzz.org/rss.xml,404,dead
WA - Bellingham Herald,https://www.bellinghamherald.com/news/local/rss,ReadTimeout,dead
Radio - KBIA Columbia MO,https://www.kbia.org/feed,404,dead
AK - Alaska Public Media,https://alaskapublic.org/feed/,404,dead
WI - Fond du Lac Reporter,https://www.fdlreporter.com/rss/,404,dead
Radio - WUSF Tampa,https://wusfnews.wusf.usf.edu/feed,404,dead
Radio - WFIT Melbourne FL,https://www.wfit.org/rss,404,dead
AL - AL.com Statewide,https://www.al.com/news/index.ssf/rss2.0.xml,404,dead
WI - Oshkosh Northwestern,https://www.thenorthwestern.com/rss/,ConnectTimeout,dead
WI - La Crosse Tribune,https://lacrossetribune.com/search/?f=rss&t=article&l=50,ConnectTimeout,dead
WI - Milwaukee Business Journal,https://www.bizjournals.com/milwaukee/feed/latest/,ConnectTimeout,dead
AR - Texarkana Gazette,https://www.texarkanagazette.com/news/arkansas/rss,404,dead
WY - WyoFile,https://wyofile.com/feed/,ConnectTimeout,dead
AR - Mountain Home Baxter Bulletin,https://www.baxterbulletin.com/rss/,404,dead
National - Vox,https://www.vox.com/rss/index.xml,ConnectTimeout,dead
CA - Victorville Daily Press,https://www.vvdailypress.com/feed/,404,dead
CA - Barstow Desert Dispatch,https://www.desertsun.com/rss/,404,dead
AL - Brewton Standard,https://www.brewtonstandard.com/feed/,404,dead
CA - LAist,https://laist.com/feed,404,dead
TV - WBZ Boston,https://www.cbsnews.com/boston/latest/rss/,ConnectTimeout,dead
CO - Colorado Springs Indy,https://www.csindy.com/feed/,404,dead
CT - Middletown Press,https://www.middletownpress.com/feed/,404,dead
CA - Davis Enterprise,https://www.davisenterprise.com/feed/,404,dead
CT - New Haven Independent,https://www.newhavenindependent.org/atom.xml,404,dead
TV - WLWT Cincinnati,https://www.wlwt.com/rss,ConnectTimeout,dead
FL - FLHealthNews,https://health.wusf.usf.edu/feed,ConnectError,dead
GA - LaGrange Daily News,https://www.lagrangenews.com/feed/,404,dead
TV - WPLG Miami,https://www.local10.com/rss,ConnectTimeout,dead
FL - St. Augustine Record,https://www.staugustine.com/arcio/rss/,404,dead
FL - Florida Trend,https://www.floridatrend.com/rss,404,dead
GA - Statesboro Herald,https://www.statesboroherald.com/feed/,404,dead
IL - Waukegan News-Sun,https://www.chicagotribune.com/suburbs/waukegan-lake-county-news-sun/rss2.0.xml,404,dead
IL - Elgin Courier-News,https://www.chicagotribune.com/suburbs/elgin-courier-news/rss2.0.xml,404,dead
AL - Cullman Times,https://www.cullmantimes.com/feed/,ConnectTimeout,dead
AK - Ketchikan Daily News,https://www.ketchikandailynews.com/search/?f=rss,ConnectTimeout,dead
IL - Kankakee Daily Journal,https://www.daily-journal.com/search/?f=rss,404,dead
IA - Iowa Public Radio,https://www.iowapublicradio.org/rss/,404,dead
IN - Richmond Palladium-Item,https://www.pal-item.com/rss/,404,dead
CA - San Francisco Examiner,https://www.sfexaminer.com/feed/,404,dead
AZ - Arizona Luminaria,https://arizluminaria.com/feed/,ConnectTimeout,dead
AZ - Nogales International,https://www.nogalesinternational.com/search/?f=rss,ConnectTimeout,dead
AZ - Show Low Independent,https://www.showlowindependent.com/feed/,ConnectTimeout,dead
AZ - Wickenburg Sun,https://www.wickenburgsun.com/feed/,ConnectTimeout,dead
AR - Harrison Daily Times,https://www.harrisondaily.com/search/?f=rss,ConnectTimeout,dead
KS - Garden City Telegram,https://www.gctelegram.com/search/?f=rss,404,dead
CA - Petaluma Argus-Courier,https://www.petaluma360.com/search/?f=rss,ConnectTimeout,dead
MD - Montgomery County Sentinel,https://www.thesentinel.com/feed/,404,dead
CA - Vacaville Reporter,https://www.thereporter.com/feed/,ConnectTimeout,dead
IL - Joliet Herald-News,https://www.chicagotribune.com/suburbs/joliet-herald-news/rss2.0.xml,404,dead
KS - Leavenworth Times,https://www.leavenworthtimes.com/search/?f=rss,404,dead
CA - Merced Sun-Star,https://www.mercedsunstar.com/news/local/rss,ReadTimeout,dead
CA - SF Weekly,https://www.sfweekly.com/feed/,404,dead
MA - Fall River Herald News,https://www.heraldnews.com/feed/,404,dead
MA - Taunton Gazette,https://www.tauntongazette.com/feed/,404,dead
IL - Ottawa Times,https://www.mywebtimes.com/search/?f=rss,404,dead
MA - MetroWest Daily News,https://www.metrowestdailynews.com/feed/,404,dead
MI - Traverse City Ticker,https://www.traverseticker.com/feed/,404,dead
MA - Boston.com,https://www.boston.com/tag/news/feed/,404,dead
MI - Battle Creek Enquirer,https://www.battlecreekenquirer.com/rss/,404,dead
MI - Alpena News,https://www.thealpenanews.com/feed/,404,dead
MA - Milford Daily News,https://www.milforddailynews.com/feed/,404,dead
CT - Register Citizen Torrington,https://www.registercitizen.com/feed/,ConnectTimeout,dead
MN - Duluth Reader,https://duluthreader.com/feed/,404,dead
FL - Bradenton Herald,https://www.bradenton.com/news/local/rss,ReadTimeout,dead
MS - Natchez Democrat,https://www.natchezdemocrat.com/feed/,404,dead
FL - Palatka Daily News,https://www.palatka-daily-news.com/search/?f=rss,ConnectTimeout,dead
FL - Homestead Miami Villager,https://www.miamitimesonline.com/feed/,ConnectTimeout,dead
CT - CT Insider,https://www.ctinsider.com/search/?f=rss,ConnectTimeout,dead
CA - San Luis Obispo Tribune,https://www.sanluisobispo.com/news/local/rss,ReadTimeout,dead
MO - Cape Girardeau SE Missourian,https://www.semissourian.com/rss/,404,dead
IL - Lake County News-Sun,https://www.chicagotribune.com/suburbs/lake-county-news-sun/rss2.0.xml,404,dead
GA - Georgia Virtue,https://georgiavirtu.com/feed/,ConnectTimeout,dead
MT - Montana Public Radio,https://www.mtpr.org/rss,404,dead
IL - Illinois Newsroom,https://illinoisnewsroom.org/feed/,ConnectTimeout,dead
IN - Kokomo Tribune,https://www.kokomotribune.com/search/?f=rss,ConnectTimeout,dead
LA - St. Tammany Farmer,https://www.sttammanyfarmer.net/search/?f=rss,404,dead
IN - Anderson Herald Bulletin,https://www.heraldbulletin.com/search/?f=rss,ConnectTimeout,dead
IN - Logansport Pharos-Tribune,https://www.pharostribune.com/search/?f=rss,ConnectTimeout,dead
KS - Dodge City Daily Globe,https://www.dodgeglobeplus.com/search/?f=rss,ConnectTimeout,dead
NY - Queens Daily Eagle,https://queenseagle.com/feed/,404,dead
NJ - Morristown Daily Record,https://www.dailyrecord.com/rss/,404,dead
LA - Natchitoches Times,https://www.natchitochestimes.com/search/?f=rss,ConnectTimeout,dead
LA - Gambit New Orleans,https://www.nola.com/gambit/rss,ConnectTimeout,dead
GA - Moultrie Observer,https://www.moultrieobserver.com/feed/,ConnectTimeout,dead
ME - Ellsworth American,https://www.ellsworthamerican.com/feed/,ConnectTimeout,dead
OH - Chillicothe Gazette,https://www.chillicothegazette.com/rss/,404,dead
MD - Prince George Sentinel,https://pgsentinel.com/feed/,ConnectTimeout,dead
MA - Brockton Enterprise,https://www.enterprisenews.com/feed/,ConnectTimeout,dead
OH - Zanesville Times Recorder,https://www.zanesvilletimesrecorder.com/rss/,404,dead
GA - Douglas Enterprise,https://www.douglasenterprise.net/feed/,ConnectError,dead
MA - Haverhill Gazette,https://www.eagletribune.com/haverhill_gazette/rss,ConnectTimeout,dead
ND - Prairie Public Radio,https://www.prairiepublic.org/rss,404,dead
MI - Jackson Citizen Patriot,https://www.mlive.com/jackson/index.ssf/rss2.0.xml,ConnectTimeout,dead
OH - Fremont News-Messenger,https://www.thenews-messenger.com/rss/,404,dead
OH - Lancaster Eagle-Gazette,https://www.lancastereaglegazette.com/rss/,404,dead
RI - East Bay Media,https://www.eastbayri.com/feed/,404,dead
MS - Laurel Leader-Call,https://www.laurelleadercall.com/search/?f=rss,ConnectTimeout,dead
PA - York Daily Record,https://www.ydr.com/rss/,404,dead
PA - Lebanon Daily News,https://www.ldnews.com/rss/,404,dead
NE - NET Nebraska,https://netnebraska.org/feed,ConnectError,dead
OH - Marion Star,https://www.marionstar.com/rss/,404,dead
TX - Texarkana Gazette,https://www.texarkanagazette.com/news/texas/rss,404,dead
NV - Reno News & Review,https://www.newsreview.com/reno/rss/,ConnectTimeout,dead
PA - Chambersburg Public Opinion,https://www.publicopiniononline.com/rss/,404,dead
TX - San Angelo Standard-Times,https://www.gosanangelo.com/rss/,404,dead
NJ - Vineland Daily Journal,https://www.thedailyjournal.com/rss/,404,dead
SD - Brookings Register,https://www.brookingsregister.com/search/?f=rss,404,dead
NM - Silver City Daily Press,https://www.scdailypress.com/feed/,ConnectTimeout,dead
NM - Clovis Media,https://www.clovisnews.com/search/?f=rss,ConnectTimeout,dead
NY - Ithaca Journal,https://www.ithacajournal.com/rss/,ConnectTimeout,dead
NY - Elmira Star-Gazette,https://www.stargazette.com/rss/,ConnectTimeout,dead
NY - Plattsburgh Press-Republican,https://www.pressrepublican.com/search/?f=rss,ConnectTimeout,dead
NY - Watertown Daily Times,https://www.watertowndailytimes.com/search/?f=rss,ConnectTimeout,dead
VA - Virginia Public Media,https://www.wvtf.org/rss,404,dead
WV - WV Watch,https://wvwatch.com/feed/,ConnectError,dead
NY - The Indypendent,https://indypendent.org/feed/,ConnectTimeout,dead
WI - Two Rivers Herald Times Reporter,https://www.htrnews.com/rss/,404,dead
PA - Altoona Mirror,https://www.altoonamirror.com/feed/,404,dead
Spanish - Al Dia Dallas,https://aldiatx.com/feed/,404,dead
Spanish - El Vocero Puerto Rico,https://www.elvocero.com/feed/,404,dead
SD - Huron Plainsman,https://www.plainsman.com/search/?f=rss,404,dead
OH - Sandusky Register,https://www.sanduskyregister.com/search/?f=rss,ConnectTimeout,dead
OK - Bartlesville Examiner-Enterprise,https://www.examiner-enterprise.com/search/?f=rss,ConnectTimeout,dead
WA - Spokane Journal of Business,https://www.spokanejournal.com/feed/,404,dead
OR - Ashland Tidings,https://www.dailytidings.com/search/?f=rss,ConnectTimeout,dead
OK - Ponca City News,https://www.poncacitynews.com/search/?f=rss,ConnectTimeout,dead
Spanish - Univision News,https://www.univision.com/noticias/rss,404,dead
Spanish - Hoy Chicago,https://www.chicagotribune.com/hoy/rss2.0.xml,404,dead
Ethnic - Carolina Peacemaker,https://www.carolinapeacemaker.com/feed/,ConnectError,dead
WA - InvestigateWest,https://www.invw.org/feed/,404,dead
WA - Tacoma Weekly,https://tacomaweekly.com/feed/,404,dead
PA - Centre Daily Times,https://www.centredaily.com/news/local/rss,ReadTimeout,dead
Wire - AP Technology,https://feeds.apnews.com/rss/Technology,ConnectError,dead
Wire - AP Politics,https://feeds.apnews.com/rss/Politics,ConnectError,dead
Wire - AP Business,https://feeds.apnews.com/rss/Business,ConnectError,dead
Wire - AP Washington,https://feeds.apnews.com/rss/Washington,ConnectError,dead
RI - Cranston Herald,https://www.cranstononline.com/feed/,ConnectTimeout,dead
Spanish - NBC Latino,https://www.nbcnews.com/id/46380265/device/rss/rss.xml,404,dead
WI - Rhinelander Daily News,https://www.rhinelanderdailynews.com/search/?f=rss,404,dead
Ethnic - Dallas Examiner,https://dallasexaminer.com/feed/,404,dead
Ethnic - World Journal Chinese,https://www.worldjournal.com/feed/,404,dead
WY - Wyoming Public Media,https://wyomingpublicmedia.org/feed,ConnectError,dead
TN - Murfreesboro Daily News Journal,https://www.dnj.com/rss/,ConnectTimeout,dead
TN - Columbia Daily Herald,https://www.columbiadailyherald.com/search/?f=rss,ConnectTimeout,dead
Wire - Gannett Tracker,https://www.usatoday.com/rss/,404,dead
Cable - C-SPAN,https://www.c-span.org/feed/?type=video,404,dead
Cable - CNN Politics,https://rss.cnn.com/rss/cnn_allpolitics.rss,ConnectError,dead
TX - Marshall News Messenger,https://www.marshallnewsmessenger.com/search/?f=rss,ConnectTimeout,dead
TX - Lufkin Daily News,https://lufkindailynews.com/search/?f=rss,ConnectTimeout,dead
Spanish - Latina Magazine,https://www.latina.com/feed/,ConnectError,dead
TX - Temple Daily Telegram,https://www.tdtnews.com/search/?f=rss,ConnectTimeout,dead
SC - Beaufort Gazette,https://www.islandpacket.com/news/local/rss,ReadTimeout,dead
Trade - Ad Age,https://adage.com/rss,404,dead
TX - Plainview Daily Herald,https://www.myplainview.com/search/?f=rss,ConnectTimeout,dead
TX - McKinney Courier-Gazette,https://www.courier-gazette.com/search/?f=rss,ConnectTimeout,dead
WA - Bellingham Business Journal,https://www.bbjtoday.com/feed/,ConnectError,dead
Ethnic - Charlotte Post,https://thecharlottepost.com/feed/,404,dead
Watch - Alaska Public Interest Res,https://www.alaskareport.com/feed/,404,dead
Ethnic - Houston Forward Times,https://forwardtimes.com/feed/,404,dead
Ethnic - Korea Daily USA,https://www.koreadaily.com/rss/,404,dead
Watch - Delaware Public Media,https://www.delawarepublic.org/rss,404,dead
WV - Clarksburg Exponent Telegram,https://www.exponenttelegram.com/search/?f=rss,ConnectTimeout,dead
WI - Marshfield News-Herald,https://www.marshfieldnewsherald.com/rss/,404,dead
Watch - Florida Center Investigative,https://fcir.org/feed/,ConnectError,dead
Watch - Boise State Public Radio,https://www.boisestatepublicradio.org/rss,404,dead
Watch - IndyStar Watchdog,https://www.indystar.com/news/watchdog/rss,404,dead
WY - Riverton Ranger,https://www.riverton-ranger.com/search/?f=rss,ConnectTimeout,dead
TV - WPTV West Palm Beach,https://www.wptv.com/rss,404,dead
Spanish - El Nuevo Herald Miami,https://www.elnuevoherald.com/latest-news/rss,ReadTimeout,dead
Watch - Colorado Independent,https://www.coloradoindependent.com/feed/,404,dead
TV - KRIV Houston,https://www.fox26houston.com/feed/,404,dead
Spanish - Impacto Latin News,https://impactolatin.news/feed/,ConnectTimeout,dead
TV - WFTV Orlando,https://www.wftv.com/rss,404,dead
Ethnic - New Pittsburgh Courier,https://newpittsburghcourier.com/feed/,ConnectTimeout,dead
Ethnic - Chicago Defender,https://chicagodefender.com/feed/,ConnectTimeout,dead
TV - KTVU San Francisco,https://www.ktvu.com/feed/,404,dead
TV - WGCL Atlanta,https://www.cbs46.com/rss,404,dead
TV - WOAI San Antonio,https://news4sanantonio.com/feed/,404,dead
Ethnic - Asian American Press,https://www.asianamericanpress.com/feed/,ConnectTimeout,dead
Ethnic - India Abroad,https://www.indiaabroad-digital.com/feed/,ConnectTimeout,dead
Wire - Reuters Top News,https://feeds.reuters.com/reuters/topNews,ConnectTimeout,dead
Wire - Reuters US,https://feeds.reuters.com/reuters/domesticNews,ConnectTimeout,dead
TV - KATU Portland,https://katu.com/feed/,404,dead
Wire - McClatchy DC,https://www.mcclatchydc.com/rss,ReadTimeout,dead
Wire - UPI Top News,https://www.upi.com/rss/Top_News/,ConnectTimeout,dead
Wire - Lee Enterprises,https://leeenterprise.com/feed/,ConnectTimeout,dead
Watch - Hawaii News Now,https://www.hawaiinewsnow.com/rss,404,dead
TV - KUTV Salt Lake City,https://kutv.com/feed/,404,dead
Fox News National,https://moxie.foxnews.com/google-publisher/national.xml,ConnectTimeout,dead
TV - WVLT Knoxville,https://www.wvlt.tv/feed/,404,dead
TV - LEX18 Lexington,https://www.lex18.com/feed/,404,dead
TV - WVUE New Orleans,https://www.fox8live.com/feed/,404,dead
TV - WTVF Nashville,https://www.newschannel5.com/feed/,404,dead
TV - WTVC Chattanooga,https://newschannel9.com/feed/,404,dead
Trade - Media Play News,https://www.mediaplaynews.com/feed/,ConnectTimeout,dead
TV - WALA Mobile,https://www.fox10tv.com/feed/,404,dead
TV - WKYT Lexington,https://www.wkyt.com/rss,404,dead
Trade - Nieman Reports,https://niemanreports.org/feed/,ConnectTimeout,dead
TV - WCTV Tallahassee,https://www.wctv.tv/feed/,404,dead
TV - WEAR Pensacola,https://weartv.com/feed/,404,dead
Watch - Arkansas Investigative News,https://arkinvestigative.org/feed/,ConnectTimeout,dead
Trade - TVSpy,https://www.adweek.com/tvspy/feed/,ConnectTimeout,dead
TV - WMC Memphis,https://www.wmcactionnews5.com/rss,404,dead
Watch - DC Line,https://thedcline.org/feed/,ConnectTimeout,dead
Watch - Georgia Health News,https://georgiahealthnews.com/feed/,ConnectTimeout,dead
TV - KTVT Dallas,https://www.cbsdfw.com/rss,404,dead
TV - WTVR Richmond,https://www.wtvr.com/feed/,404,dead
Watch - Kansas News Service,https://www.kansasnewsservice.org/feed,ConnectTimeout,dead
TV - WSMV Nashville,https://www.wsmv.com/rss,404,dead
TV - WBTV Charlotte,https://www.wbtv.com/rss,404,dead
TV - WSLS Roanoke,https://www.wsls.com/feed/,404,dead
TV - WFLD Chicago,https://www.fox32chicago.com/feed/,404,dead
TV - WAFF Huntsville,https://www.waff.com/rss,404,dead
TV - WTKR Norfolk,https://www.wtkr.com/feed/,404,dead
TV - WALB Albany GA,https://www.walb.com/rss,404,dead
Cable - Newsmax,https://www.newsmax.com/rss/Newsfront/1,ReadTimeout,dead
TV - WMBF Myrtle Beach,https://www.wmbfnews.com/rss,404,dead
TV - WMAR Baltimore,https://www.abc2news.com/feed/,ConnectError,dead
TV - WDBJ Roanoke,https://www.wdbj7.com/feed/,404,dead
TV - WIS Columbia SC,https://www.wistv.com/rss,404,dead
TV - WJZ Baltimore,https://www.cbsnews.com/baltimore/latest/rss/,404,dead
TV - WBBM Chicago,https://www.cbschicago.com/rss/,ConnectTimeout,dead
TV - WJLA Washington DC,https://wjla.com/feed/,404,dead
TV - KYW Philadelphia,https://www.cbsnews.com/philadelphia/latest/rss/,404,dead
TV - WECT Wilmington NC,https://www.wect.com/rss,404,dead
TV - WBFF Baltimore,https://foxbaltimore.com/feed/,404,dead
TV - KIRO Seattle,https://www.kirotv.com/feed/,404,dead
TV - KPIX San Francisco,https://www.cbsnews.com/sanfrancisco/latest/rss/,ConnectTimeout,dead
TV - WHSV Harrisonburg,https://www.whsv.com/rss,404,dead
Ethnic - Black Press USA,https://www.blackpressusa.com/feed/,ReadTimeout,dead
TV - KCAL Los Angeles,https://www.cbsnews.com/losangeles/latest/rss/,ConnectTimeout,dead
TV - KDKA Pittsburgh,https://www.cbsnews.com/pittsburgh/latest/rss/,404,dead
TV - WKBW Buffalo,https://www.wkbw.com/feed/,404,dead
TV - WGME Portland ME,https://wgme.com/feed/,404,dead
TV - WSET Lynchburg,https://wset.com/feed/,404,dead
TV - KSL Salt Lake City,https://ksltv.com/feed/,ConnectTimeout,dead
TV - WTIC Hartford,https://www.fox61.com/feed/,404,dead
TV - WJAR Providence,https://turnto10.com/feed/,404,dead
TV - WFSB Hartford,https://www.wfsb.com/rss,404,dead
TV - WAVE Louisville,https://www.wave3.com/feeds/syndication/rss/news,ConnectTimeout,dead
TV - WTOC Savannah,https://www.wtoc.com/rss,404,dead
TV - WDRB Louisville,https://www.wdrb.com/rss/,ConnectTimeout,dead
TV - WBAY Green Bay,https://www.wbay.com/feed/,404,dead
TV - WLKY Louisville,https://www.wlky.com/rss,ConnectTimeout,dead
TV - WSAW Wausau,https://www.wsaw.com/feed/,404,dead
TV - KMSP Minneapolis,https://www.fox9.com/feed/,404,dead
TV - KMTV Omaha,https://www.3newsnow.com/feed/,404,dead
TV - WIAT Birmingham,https://www.wiat.com/feed/,ConnectTimeout,dead
TV - WRCB Chattanooga,https://www.wrcbtv.com/feed/,ConnectTimeout,dead
TV - WSFA Montgomery,https://www.wsfa.com/rss,404,dead
TV - WOWT Omaha,https://www.wowt.com/feed/,404,dead
TV - KOKH Oklahoma City,https://www.fox25.com/feed/,ConnectError,dead
TV - KGAN Cedar Rapids,https://www.cbs2iowa.com/feed/,404,dead
TV - KOLN Lincoln,https://www.1011now.com/feed/,404,dead
TV - KWCH Wichita,https://www.kwch.com/feed/,404,dead
TV - WITI Milwaukee,https://fox6now.com/feed/,404,dead
TV - KTIV Sioux City,https://www.ktiv.com/feed/,404,dead
TV - WINK Fort Myers,https://winknews.com/feed/,ConnectTimeout,dead
TV - WSOC Charlotte,https://www.wsoctv.com/rss,ConnectTimeout,dead
TV - KCTV Kansas City,https://www.kctv5.com/rss,404,dead
TV - KJRH Tulsa,https://www.kjrh.com/feed/,404,dead
TV - KCRG Cedar Rapids,https://www.kcrg.com/rss,404,dead
TV - KSHB Kansas City,https://www.kshb.com/feed/,404,dead
TV - WWJ Detroit,https://www.cbsdetroit.com/rss/,ConnectTimeout,dead
TV - KDBC El Paso,https://www.kdbc.com/feed/,404,dead
TV - KWES Midland TX,https://www.newswest9.com/feed/,404,dead
TV - WJXT Jacksonville,https://www.news4jax.com/rss,ConnectTimeout,dead
TV - KMOV St Louis,https://www.kmov.com/rss,404,dead
TV - WCSC Charleston SC,https://www.live5news.com/rss,ConnectTimeout,dead
TV - KXXV Waco,https://www.kxxv.com/feed/,404,dead
TV - WSTM Syracuse,https://www.cnycentral.com/feed/,404,dead
TV - KERA Dallas,https://www.keranews.org/rss,404,dead
TV - WPDE Myrtle Beach,https://wpde.com/feed/,404,dead
TV - KLTV Tyler TX,https://www.kltv.com/rss,404,dead
TV - KSBY San Luis Obispo,https://www.ksby.com/feed/,404,dead
TV - KIII Corpus Christi,https://www.kiiitv.com/feed/,404,dead
TV - KWTX Waco,https://www.kwtx.com/rss,404,dead
TV - KDFW Dallas,https://www.fox4news.com/feed/,404,dead
TV - KCBD Lubbock,https://www.kcbd.com/rss,404,dead
TV - WBRC Birmingham,https://www.wbrc.com/rss,ConnectTimeout,dead
TV - KKTV Colorado Springs,https://www.kktv.com/feed/,404,dead
TV - KOAA Colorado Springs,https://www.koaa.com/rss,404,dead
TV - WTXF Philadelphia,https://www.fox29.com/feed/,ConnectTimeout,dead
TV - KFOX El Paso,https://kfoxtv.com/feed/,404,dead
TV - WXII Greensboro,https://www.wxii12.com/rss,ConnectTimeout,dead
TV - KBZK Bozeman MT,https://www.kbzk.com/feed/,404,dead
TV - WENY Elmira,https://www.weny.com/feed/,ConnectTimeout,dead
TV - KVVU Las Vegas,https://www.fox5vegas.com/feed/,404,dead
TV - KABB San Antonio,https://www.foxsanantonio.com/feed/,404,dead
TV - KECI Missoula MT,https://nbcmontana.com/feed/,404,dead
TV - KATH Anchorage,https://www.alaskasnewssource.com/feed/,404,dead
TV - KATV Little Rock,https://katv.com/feed/,404,dead
TV - WGAL Lancaster PA,https://www.wgal.com/rss,ConnectTimeout,dead
TV - WHAM Rochester,https://13wham.com/feed/,404,dead
TV - KTVQ Billings MT,https://www.ktvq.com/feed/,404,dead
TV - WCAX Burlington VT,https://www.wcax.com/rss,ConnectTimeout,dead
TV - KOVR Sacramento,https://www.cbsnews.com/sacramento/latest/rss/,404,dead
TV - WMUR Manchester NH,https://www.wmur.com/rss,ConnectTimeout,dead
TV - WABI Bangor ME,https://www.wabi.tv/feed/,ConnectTimeout,dead
TV - WHDH Boston,https://www.whdh.com/feed/,ConnectTimeout,dead
TV - KSNV Las Vegas,https://news3lv.com/feed/,404,dead
TV - KVLY Fargo,https://www.valleynewslive.com/feed/,404,dead
TV - WBOC Salisbury MD,https://www.wboc.com/rss,ConnectTimeout,dead
TV - WKOW Madison WI,https://www.wkow.com/feed/,ConnectTimeout,dead
TV - KOLO Reno,https://www.kolotv.com/rss,404,dead
TV - WCCO Minneapolis,https://www.cbsnews.com/minnesota/latest/rss/,404,dead
TV - KRNV Reno,https://www.mynews4.com/feed/,404,dead
TV - WSYX Columbus,https://www.abc6onyourside.com/feed/,404,dead
TV - WCPO Cincinnati,https://www.wcpo.com/rss,404,dead
TV - WTVG Toledo,https://13abc.com/feed/,404,dead
TV - WXIX Cincinnati,https://www.fox19.com/feed/,404,dead
TV - WRTV Indianapolis,https://www.theindychannel.com/rss,404,dead
Radio - WLRN Miami,https://www.wlrn.org/rss,404,dead
Radio - WGBH Boston,https://www.wgbh.org/news/rss,404,dead
TV - KETV Omaha,https://www.ketv.com/rss,ConnectTimeout,dead
Radio - WAMC Albany,https://www.wamc.org/rss,404,dead
Radio - WFAE Charlotte,https://www.wfae.org/rss,404,dead
TV - WNDU South Bend,https://www.wndu.com/rss,404,dead
Radio - WCPN Cleveland,https://www.ideastream.org/rss,404,dead
TV - KMBC Kansas City,https://www.kmbc.com/rss,ConnectTimeout,dead
Radio - WRVO Syracuse,https://www.wrvo.org/rss,404,dead
TV - KOCO Oklahoma City,https://www.koco.com/rss,ConnectTimeout,dead
Radio - WUNC Chapel Hill,https://www.wunc.org/rss,404,dead
TV - KDLT Sioux Falls SD,https://www.kdlt.com/feed/,404,dead
Radio - WFDD Winston-Salem,https://www.wfdd.org/rss,404,dead
Radio - WGCU Fort Myers,https://news.wgcu.org/rss,404,dead
TV - WYFF Greenville SC,https://www.wyff4.com/rss,ConnectTimeout,dead
Radio - WVXU Cincinnati,https://www.wvxu.org/rss,404,dead
Radio - KWGS Tulsa,https://www.publicradiotulsa.org/rss,404,dead
TV - KSLA Shreveport,https://www.ksla.com/rss,ConnectTimeout,dead
Radio - WFSU Tallahassee,https://news.wfsu.org/rss,404,dead
TV - WKRC Cincinnati,https://local12.com/feed/,404,dead
Radio - Capital Public Radio,https://www.capradio.org/rss,404,dead
Radio - WMHT Albany,https://www.wmht.org/feed/,404,dead
Radio - WEMU Ypsilanti MI,https://www.wemu.org/rss,404,dead
Radio - WMUK Kalamazoo,https://www.wmuk.org/rss,404,dead
TV - WTVM Columbus GA,https://www.wtvm.com/rss,ConnectTimeout,dead
Radio - KNAU Flagstaff,https://www.knau.org/rss,404,dead
Radio - Michigan Radio,https://www.michiganradio.org/rss,404,dead
Radio - WMFE Orlando,https://www.wmfe.org/feed/,404,dead
TV - WAFB Baton Rouge,https://www.wafb.com/rss,ConnectTimeout,dead
Radio - KPLU Tacoma,https://www.knkx.org/rss,404,dead
Radio - KUNC Greeley CO,https://www.kunc.org/rss,404,dead
Radio - KVPR Fresno,https://www.kvpr.org/rss,404,dead
Radio - WKNO Memphis,https://www.wkno.org/rss,404,dead
Radio - WUTC Chattanooga,https://www.wutc.org/rss,404,dead
Radio - South Carolina Public,https://www.southcarolinapublicradio.org/rss,404,dead
