source_name,rss_url,domain,category,tier,tier_label,authority,reachability,already_in_docuaction,reason
New York Times (Home),https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml,rss.nytimes.com,General,8,Tier 8 Unknown/Low Value,40,active,True,duplicate coverage (already in DocuAction)
Philadelphia Inquirer,https://www.inquirer.com/arcio/rss/,inquirer.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
SF Gate,https://www.sfgate.com/default/feed/SFGate-Latest-News-2960713.php,sfgate.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Washington Post (National),https://feeds.washingtonpost.com/rss/national,feeds.washingtonpost.com,General,8,Tier 8 Unknown/Low Value,40,dead,True,dead/unreachable feed
Atlanta Journal-Constitution,https://www.ajc.com/news/rss.xml,ajc.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Austin American-Statesman,https://www.statesman.com/arc/outboundfeeds/rss/,statesman.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Boston Globe,https://www.bostonglobe.com/rss/homepage,bostonglobe.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Dallas Morning News,https://www.dallasnews.com/arc/outboundfeeds/rss/,dallasnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Detroit Free Press,https://www.freep.com/arcio/rss/,freep.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Houston Chronicle,https://www.houstonchronicle.com/arc/outboundfeeds/rss/,houstonchronicle.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Kansas City Star,https://www.kansascity.com/arc/outboundfeeds/rss/,kansascity.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Miami Herald,https://www.miamiherald.com/arc/outboundfeeds/rss/,miamiherald.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Tampa Bay Times,https://www.tampabay.com/feed/,tampabay.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Arizona Republic,https://www.azcentral.com/arc/outboundfeeds/rss/,azcentral.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
AP News (Top),https://feeds.apnews.com/rss/topnews,feeds.apnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Ad Age,https://adage.com/rss/technology,adage.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Daily Beast,https://feeds.thedailybeast.com/rss/articles,feeds.thedailybeast.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Variety,https://variety.com/feed/,variety.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
HuffPost,https://www.huffpost.com/section/front-page/feed,huffpost.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Vice Motherboard,https://www.vice.com/en/section/tech/rss,vice.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Telecompetitor,https://www.telecompetitor.com/feed/,telecompetitor.com,General,8,Tier 8 Unknown/Low Value,40,active,True,duplicate coverage (already in DocuAction)
Awful Announcing,https://awfulannouncing.com/feed/,awfulannouncing.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
NPR Homepage,https://feeds.npr.org/1001/rss.xml,feeds.npr.org,General,8,Tier 8 Unknown/Low Value,40,active,True,duplicate coverage (already in DocuAction)
National Journal,https://www.nationaljournal.com/rss,nationaljournal.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
AL - Birmingham News,https://www.al.com/news/birmingham/index.ssf/rss2.0.xml,al.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
AL - Huntsville Times,https://www.al.com/news/huntsville/index.ssf/rss2.0.xml,al.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
AL - Mobile Press-Register,https://www.al.com/news/mobile/index.ssf/rss2.0.xml,al.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
AL - Montgomery Advertiser,https://www.montgomeryadvertiser.com/rss/,montgomeryadvertiser.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
AL - Tuscaloosa News,https://www.tuscaloosanews.com/rss/,tuscaloosanews.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
AK - Anchorage Daily News,https://www.adn.com/feed/,adn.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
AK - Juneau Empire,https://www.juneauempire.com/feed/,juneauempire.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
AK - Sitka Sentinel,https://www.sitkasentinel.com/feed/,sitkasentinel.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
AZ - Arizona Republic,https://www.azcentral.com/rss/,azcentral.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
AZ - East Valley Tribune,https://www.eastvalleytribune.com/feed/,eastvalleytribune.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
AZ - Prescott Daily Courier,https://www.dcourier.com/feed/,dcourier.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
AZ - Kingman Daily Miner,https://www.kingmandailyminer.com/feed/,kingmandailyminer.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
AR - Arkansas Democrat-Gazette,https://www.arkansasonline.com/syndication/rss/,arkansasonline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
AR - Northwest Arkansas Democrat,https://www.nwaonline.com/syndication/rss/,nwaonline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CA - San Francisco Chronicle,https://www.sfgate.com/rss/feed/SFGate-Latest-News-2960713.php,sfgate.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CA - Sacramento Bee,https://www.sacbee.com/news/local/rss,sacbee.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CA - Fresno Bee,https://www.fresnobee.com/news/local/rss,fresnobee.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CA - Riverside Press-Enterprise,https://www.pe.com/feed/,pe.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CA - Ventura County Star,https://www.vcstar.com/rss/,vcstar.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CA - Modesto Bee,https://www.modbee.com/news/local/rss,modbee.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CA - Stockton Record,https://www.recordnet.com/rss/,recordnet.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CA - Santa Barbara News-Press,https://newspress.com/feed/,newspress.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CA - Marin Independent Journal,https://www.marinij.com/feed/,marinij.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CA - Redding Record Searchlight,https://www.redding.com/rss/,redding.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CA - Visalia Times-Delta,https://www.visaliatimesdelta.com/rss/,visaliatimesdelta.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CO - Fort Collins Coloradoan,https://www.coloradoan.com/rss/,coloradoan.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CT - New Haven Register,https://www.nhregister.com/feed/,nhregister.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CT - Stamford Advocate,https://www.stamfordadvocate.com/feed/,stamfordadvocate.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CT - Connecticut Post,https://www.ctpost.com/feed/,ctpost.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CT - Norwich Bulletin,https://www.norwichbulletin.com/rss/,norwichbulletin.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CT - Greenwich Time,https://www.greenwichtime.com/feed/,greenwichtime.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
CT - Danbury News-Times,https://www.newstimes.com/feed/,newstimes.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
DE - Delaware Online/News Journal,https://www.delawareonline.com/rss/,delawareonline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
DE - Delaware State News,https://delawarestatesnews.com/feed/,delawarestatesnews.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
DE - Cape Gazette,https://www.capegazette.com/rss,capegazette.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Miami Herald,https://www.miamiherald.com/news/rss,miamiherald.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Florida Times-Union,https://www.jacksonville.com/arcio/rss/,jacksonville.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Tallahassee Democrat,https://www.tallahassee.com/rss/,tallahassee.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Palm Beach Post,https://www.palmbeachpost.com/rss/,palmbeachpost.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Sarasota Herald-Tribune,https://www.heraldtribune.com/rss/,heraldtribune.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Naples Daily News,https://www.naplesnews.com/rss/,naplesnews.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Pensacola News Journal,https://www.pnj.com/rss/,pnj.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Daytona Beach News-Journal,https://www.news-journalonline.com/rss/,news-journalonline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Gainesville Sun,https://www.gainesville.com/rss/,gainesville.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Ocala Star-Banner,https://www.ocala.com/rss/,ocala.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Lakeland Ledger,https://www.theledger.com/rss/,theledger.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Melbourne Florida Today,https://www.floridatoday.com/rss/,floridatoday.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Fort Myers News-Press,https://www.news-press.com/rss/,news-press.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
FL - Stuart News,https://www.tcpalm.com/rss/,tcpalm.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
GA - Atlanta Journal-Constitution,https://www.ajc.com/feed/,ajc.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
GA - Savannah Morning News,https://www.savannahnow.com/rss/,savannahnow.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
GA - Augusta Chronicle,https://www.augustachronicle.com/rss/,augustachronicle.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
GA - Macon Telegraph,https://www.macon.com/news/local/rss,macon.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
GA - Columbus Ledger-Enquirer,https://www.ledger-enquirer.com/news/local/rss,ledger-enquirer.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
GA - Athens Banner-Herald,https://www.onlineathens.com/rss/,onlineathens.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
GA - Dalton Daily Citizen,https://www.daltondailycitizen.com/search/?f=rss,daltondailycitizen.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
HI - Maui News,https://www.mauinews.com/feed/,mauinews.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
ID - Idaho Statesman,https://www.idahostatesman.com/news/local/rss,idahostatesman.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IL - Rockford Register Star,https://www.rrstar.com/rss/,rrstar.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IL - Springfield State Journal-Reg,https://www.sj-r.com/rss/,sj-r.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IL - Peoria Journal Star,https://www.pjstar.com/rss/,pjstar.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IL - Aurora Beacon-News,https://www.chicagotribune.com/suburbs/aurora-beacon-news/rss2.0.xml,chicagotribune.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IL - Naperville Sun,https://www.chicagotribune.com/suburbs/naperville-sun/rss2.0.xml,chicagotribune.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IL - Daily Herald Suburbs,https://www.dailyherald.com/rss/,dailyherald.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IL - Chicago Business,https://www.chicagobusiness.com/feeds/news/rss/,chicagobusiness.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IN - Indianapolis Star,https://www.indystar.com/rss/,indystar.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IN - Evansville Courier & Press,https://www.courierpress.com/rss/,courierpress.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IN - Lafayette Journal & Courier,https://www.jconline.com/rss/,jconline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IN - Muncie Star Press,https://www.thestarpress.com/rss/,thestarpress.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IN - Terre Haute Tribune-Star,https://www.tribstar.com/search/?f=rss&t=article&l=50,tribstar.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IA - Des Moines Register,https://www.desmoinesregister.com/rss/,desmoinesregister.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IA - Cedar Rapids Gazette,https://www.thegazette.com/feed/,thegazette.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IA - Iowa City Press-Citizen,https://www.press-citizen.com/rss/,press-citizen.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
IA - Dubuque Telegraph Herald,https://www.telegraphherald.com/search/?f=rss&t=article&l=50,telegraphherald.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
KS - Wichita Eagle,https://www.kansas.com/news/local/rss,kansas.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
KS - Topeka Capital-Journal,https://www.cjonline.com/rss/,cjonline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
KS - Hutchinson News,https://www.hutchnews.com/search/?f=rss&t=article&l=50,hutchnews.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
KY - Courier-Journal Louisville,https://www.courier-journal.com/rss/,courier-journal.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
KY - Lexington Herald-Leader,https://www.kentucky.com/news/local/rss,kentucky.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
KY - Paducah Sun,https://www.paducahsun.com/search/?f=rss&t=article&l=50,paducahsun.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
LA - Shreveport Times,https://www.shreveporttimes.com/rss/,shreveporttimes.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
LA - Monroe News-Star,https://www.thenewsstar.com/rss/,thenewsstar.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
LA - Lafayette Advertiser,https://www.theadvertiser.com/rss/,theadvertiser.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
LA - Alexandria Town Talk,https://www.thetowntalk.com/rss/,thetowntalk.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MD - Washington Post (MD),https://feeds.washingtonpost.com/rss/local/maryland,feeds.washingtonpost.com,Regional,6,Tier 6 Regional Newspapers,50,dead,True,dead/unreachable feed
MD - Salisbury Daily Times,https://www.delmarvanow.com/rss/,delmarvanow.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MD - Cumberland Times-News,https://www.times-news.com/search/?f=rss&t=article&l=50,times-news.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MA - Boston Globe,https://www.bostonglobe.com/rss/,bostonglobe.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MA - Worcester Telegram & Gazette,https://www.telegram.com/arcio/rss/,telegram.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MA - Patriot Ledger,https://www.patriotledger.com/feed/,patriotledger.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MA - Cape Cod Times,https://www.capecodtimes.com/arcio/rss/,capecodtimes.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MA - Berkshire Eagle,https://www.berkshireeagle.com/feed/,berkshireeagle.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MI - Detroit News,https://www.detroitnews.com/arcio/rss/,detroitnews.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MI - Grand Rapids Press,https://www.mlive.com/grand-rapids/index.ssf/rss2.0.xml,mlive.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MI - Lansing State Journal,https://www.lansingstatejournal.com/rss/,lansingstatejournal.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MI - Flint Journal,https://www.mlive.com/flint/index.ssf/rss2.0.xml,mlive.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MI - Kalamazoo Gazette,https://www.mlive.com/kalamazoo/index.ssf/rss2.0.xml,mlive.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MI - Ann Arbor News,https://www.mlive.com/ann-arbor/index.ssf/rss2.0.xml,mlive.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MI - Bay City Times,https://www.mlive.com/bay-city/index.ssf/rss2.0.xml,mlive.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MI - Saginaw News,https://www.mlive.com/saginaw/index.ssf/rss2.0.xml,mlive.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MI - Traverse City Record-Eagle,https://www.record-eagle.com/search/?f=rss&t=article&l=50,record-eagle.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MI - Muskegon Chronicle,https://www.mlive.com/muskegon/index.ssf/rss2.0.xml,mlive.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MI - Detroit Business,https://www.crainsdetroit.com/rss/,crainsdetroit.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MN - Minneapolis Star Tribune,https://www.startribune.com/feeds/,startribune.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MN - St. Paul Pioneer Press,https://www.twincities.com/feed/,twincities.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MN - Duluth News Tribune,https://www.duluthnewstribune.com/feed/,duluthnewstribune.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MN - St. Cloud Times,https://www.sctimes.com/rss/,sctimes.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MS - Clarion-Ledger Jackson,https://www.clarionledger.com/rss/,clarionledger.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MS - Sun Herald Biloxi,https://www.sunherald.com/news/local/rss,sunherald.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MS - Hattiesburg American,https://www.hattiesburgamerican.com/rss/,hattiesburgamerican.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MS - Meridian Star,https://www.meridianstar.com/search/?f=rss&t=article&l=50,meridianstar.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MO - Kansas City Star,https://www.kansascity.com/news/local/rss,kansascity.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MO - Springfield News-Leader,https://www.news-leader.com/rss/,news-leader.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MO - Joplin Globe,https://www.joplinglobe.com/search/?f=rss&t=article&l=50,joplinglobe.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MO - St. Joseph News-Press,https://www.newspressnow.com/search/?f=rss&t=article&l=50,newspressnow.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MO - Columbia Tribune,https://www.columbiatribune.com/search/?f=rss&t=article&l=50,columbiatribune.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MT - Missoulian,https://missoulian.com/search/?f=rss&t=article&l=50,missoulian.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
MT - Great Falls Tribune,https://www.greatfallstribune.com/rss/,greatfallstribune.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NV - Las Vegas Sun,https://lasvegassun.com/feed/,lasvegassun.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NV - Reno Gazette-Journal,https://www.rgj.com/rss/,rgj.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NV - Las Vegas Weekly,https://lasvegasweekly.com/feed/,lasvegasweekly.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NJ - NJ.com / Star-Ledger,https://www.nj.com/arcio/rss/,nj.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NJ - Bergen Record,https://www.northjersey.com/arcio/rss/,northjersey.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NJ - Asbury Park Press,https://www.app.com/rss/,app.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NJ - Courier-Post Cherry Hill,https://www.courierpostonline.com/rss/,courierpostonline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NJ - Burlington County Times,https://www.burlingtoncountytimes.com/rss/,burlingtoncountytimes.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NJ - Home News Tribune,https://www.mycentraljersey.com/rss/,mycentraljersey.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NJ - Times of Trenton,https://www.nj.com/times-of-trenton/index.ssf/rss2.0.xml,nj.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NM - Albuquerque Journal,https://www.abqjournal.com/feed/,abqjournal.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NM - Las Cruces Sun-News,https://www.lcsun-news.com/rss/,lcsun-news.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NM - Farmington Daily Times,https://www.daily-times.com/rss/,daily-times.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NY - Newsday Long Island,https://www.newsday.com/rss,newsday.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NY - Rochester Democrat & Chronicle,https://www.democratandchronicle.com/rss/,democratandchronicle.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NY - Syracuse Post-Standard,https://www.syracuse.com/arcio/rss/,syracuse.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NY - Binghamton Press & Sun-Bull,https://www.pressconnects.com/rss/,pressconnects.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NY - Poughkeepsie Journal,https://www.poughkeepsiejournal.com/rss/,poughkeepsiejournal.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NY - Journal News Westchester,https://www.lohud.com/arcio/rss/,lohud.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NY - Staten Island Advance,https://www.silive.com/arcio/rss/,silive.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NY - City & State NY,https://www.cityandstateny.com/feed/,cityandstateny.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NC - Charlotte Observer,https://www.charlotteobserver.com/news/local/rss,charlotteobserver.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NC - News & Observer Raleigh,https://www.newsobserver.com/news/local/rss,newsobserver.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NC - Winston-Salem Journal,https://www.journalnow.com/search/?f=rss&t=article&l=50,journalnow.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NC - Durham Herald-Sun,https://www.heraldsun.com/news/local/rss,heraldsun.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NC - Fayetteville Observer,https://www.fayobserver.com/rss/,fayobserver.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NC - Wilmington Star-News,https://www.starnewsonline.com/rss/,starnewsonline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NC - Asheville Citizen-Times,https://www.citizen-times.com/rss/,citizen-times.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NC - High Point Enterprise,https://www.hpenews.com/search/?f=rss&t=article&l=50,hpenews.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
NC - Rocky Mount Telegram,https://www.rockymounttelegram.com/search/?f=rss&t=article&l=50,rockymounttelegram.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
ND - Minot Daily News,https://www.minotdailynews.com/feed/,minotdailynews.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OH - Cleveland Plain Dealer,https://www.cleveland.com/arcio/rss/,cleveland.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OH - Cincinnati Enquirer,https://www.cincinnati.com/rss/,cincinnati.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OH - Akron Beacon Journal,https://www.beaconjournal.com/search/?f=rss&t=article&l=50,beaconjournal.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OH - Dayton Daily News,https://www.daytondailynews.com/rss/,daytondailynews.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OH - Canton Repository,https://www.cantonrep.com/search/?f=rss&t=article&l=50,cantonrep.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OH - Springfield News-Sun,https://www.springfieldnewssun.com/rss/,springfieldnewssun.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
