source_id,name,type,tier,authority_score,enabled,method,rss_url,notes
leg_r0107,RadioInfo,broadcast,tier5,72.0,True,rss,https://www.radioinfo.com.au/rss.xml,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0108,RAIN News - Audio/Radio,broadcast,tier5,72.0,True,rss,https://rainnews.com/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0018,RBR,broadcast,tier5,72.0,True,rss,https://www.rbr.com/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0021,The Desk,broadcast,tier5,72.0,True,rss,https://thedesk.net/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0162,TV - KARE Minneapolis,broadcast,tier5,72.0,True,rss,https://www.kare11.com/feeds/syndication/rss/news,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0159,TV - KCRA Sacramento,broadcast,tier5,72.0,True,rss,https://www.kcra.com/rss,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0161,TV - KGO San Francisco,broadcast,tier5,72.0,True,rss,https://abc7news.com/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0154,TV - KHOU Houston,broadcast,tier5,72.0,True,rss,https://www.khou.com/feeds/syndication/rss/news,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0158,TV - KOIN Portland,broadcast,tier5,72.0,True,rss,https://www.koin.com/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0160,TV - KSAT San Antonio,broadcast,tier5,72.0,True,rss,https://www.ksat.com/rss,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0153,TV - KUSA Denver,broadcast,tier5,72.0,True,rss,https://www.9news.com/feeds/syndication/rss/news,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0165,TV - WAVY Norfolk,broadcast,tier5,72.0,True,rss,https://www.wavy.com/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0164,TV - WCNC Charlotte,broadcast,tier5,72.0,True,rss,https://www.wcnc.com/feeds/syndication/rss/news,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0156,TV - WDSU New Orleans,broadcast,tier5,72.0,True,rss,https://www.wdsu.com/rss,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0163,TV - WESH Orlando,broadcast,tier5,72.0,True,rss,https://www.wesh.com/rss,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0152,TV - WFAA Dallas,broadcast,tier5,72.0,True,rss,https://www.wfaa.com/feeds/syndication/rss/news,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0151,TV - WGN Chicago,broadcast,tier5,72.0,True,rss,https://wgntv.com/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0157,TV - WNBC New York,broadcast,tier5,72.0,True,rss,https://www.nbcnewyork.com/news/local/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0155,TV - WTHR Indianapolis,broadcast,tier5,72.0,True,rss,https://www.wthr.com/rss,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0017,TVNewsCheck,broadcast,tier5,72.0,True,rss,https://tvnewscheck.com/feed/,Tier 5 Broadcast/Radio — retained for resilient pipeline (RSS/official complements API)
leg_r0138,CA - Los Angeles Times,regional,tier6,50.0,True,rss,https://www.latimes.com/rss2.0.xml,major-metro regional daily — geographic value
leg_r0140,CA - San Diego Union-Tribune,regional,tier6,50.0,True,rss,https://www.sandiegouniontribune.com/rss/,major-metro regional daily — geographic value
leg_r0139,CA - San Jose Mercury News,regional,tier6,50.0,True,rss,https://www.mercurynews.com/feed/,major-metro regional daily — geographic value
leg_r0141,CO - Denver Post,regional,tier6,50.0,True,rss,https://www.denverpost.com/feed/,major-metro regional daily — geographic value
leg_r0142,FL - Orlando Sentinel,regional,tier6,50.0,True,rss,https://www.orlandosentinel.com/arcio/rss/,major-metro regional daily — geographic value
leg_r0143,FL - South Florida Sun-Sentinel,regional,tier6,50.0,True,rss,https://www.sun-sentinel.com/arcio/rss/,major-metro regional daily — geographic value
leg_r0144,IL - Chicago Tribune,regional,tier6,50.0,True,rss,https://www.chicagotribune.com/arcio/rss/,major-metro regional daily — geographic value
leg_r0145,LA - Times-Picayune New Orleans,regional,tier6,50.0,True,rss,https://www.nola.com/search/?f=rss&t=article&l=50,major-metro regional daily — geographic value
leg_r0146,MO - St. Louis Post-Dispatch,regional,tier6,50.0,True,rss,https://www.stltoday.com/search/?f=rss&t=article&l=50,major-metro regional daily — geographic value
leg_r0148,NY - Buffalo News,regional,tier6,50.0,True,rss,https://buffalonews.com/search/?f=rss&t=article&l=50,major-metro regional daily — geographic value
leg_r0147,NY - NY Daily News,regional,tier6,50.0,True,rss,https://www.nydailynews.com/arcio/rss/,major-metro regional daily — geographic value
leg_r0149,OH - Columbus Dispatch,regional,tier6,50.0,True,rss,https://www.dispatch.com/search/?f=rss&t=article&l=50,major-metro regional daily — geographic value
leg_r0150,SC - Post and Courier Charleston,regional,tier6,50.0,True,rss,https://www.postandcourier.com/feed/,major-metro regional daily — geographic value
